kr,en
레벨14: 큐브 한칸 높은 곳에 있는 플레이어를 타겟팅 위한 거리 체크,Level 14: Distance Check to Target a Player One Cube Higher
레벨31:   이 스킬을 사용하며 모든 플레이어의 저주 디버프를 제거함,Level 31: This skill removes the Curse debuff from all players.
"루카락스가 2페이즈 일때 마드리아가 하는 행동, 루카락스, 공중 패턴임","What Madria does when Lucas is in phase 2, Lucas, aerial pattern."
루카락스가 극 초반에 죽을 수도 있기 때문에 우선순위 가장 높게 설정함,Highest priority because Luracax may die early in the play
마드리아가 전투판 바닥에서 단상 위로 올라갈때 점프 이동 설정하는 부분,Setting up Madria's jump movement when she goes from the bottom of the battlefield to the top of the podium.
마지막페이즈에서는 타겟팅 예외 처리 에디셔널 붙이는 것이 좋을 거 같음,It would be nice to have a targeted exception handling edit on the last page.
"메인전투판 2페이즈 전투 패턴:  돌진 공격 패턴,  HP 65~55%","Main Battlegrounds Phase 2 Battle Pattern: Charge Attack Pattern, 65-55% HP"
"메인전투판 2페이즈 전투 패턴:  돌진 공격 패턴,  HP 75~55%","Main Battlegrounds Phase 2 Battle Pattern: Charge Attack Pattern, 75-55% HP"
"몇번 이동했는지 체크하기 위한 변수, ""걸어서 이동"" 몬스터 전용 변수","A variable to check how many times it has moved, a variable for ""walk"" monsters only"
"몸에 기력 발산, 칸두라 저주 걸린 플레이어 접근 금지 시키기위한 용도","Emanating energy from the body, for banning players with the Kandura Curse"
뱃머리 중앙 한큐브 높은 곳의 대포 있는 곳의 대상을 최우선 타겟팅 함,Prioritized targeting of the cannon one cube above the center of the bow.
변수 초기화 하여 광역 공격 후 가끔 방으로 점프 이동하는 상황을 막음,Resetting variables to prevent occasional jumping into rooms after AoE attacks
부분에서  FinalAttackMode 변수 -13로 셋팅되어  시작함,"part with the FinalAttackMode variable set to -13, starting with"
분신한테 합동 공격 혹은 합동 순간이동 신호 받을 때까지 여기서 대기함,Wait here until you receive a signal from your alter ego to attack or teleport together.
"불타는 저주의 눈빛, 레벨2가 졸구간, 히트박스 범위 엄청 넓은 버전임","Burning Gaze of Doom, level 2 is a pawn, very large hitbox range version"
"사정거리 1100, 큐브 한칸 아래 범위 포함, 큐브 한칸 위는 미포함","Range 1100, includes range one cube down, not one cube up"
"소환몹 네펜투스 마리수 체크하는데 사용하는 변수, 초기화는 -1로 하기","Variable used to check the number of summoned mob Nepentus, initialized to -1"
"소환몹이 전부 죽었는지 체크하는 변수 선언 부분, 최초 딱 한번 선언함","Declaring a variable to check if all summoned mobs are dead, declared once for the first time"
소환몹이 죽으면 보스에게 설정된 변수 CheckSummonMany -1,variable CheckSummonMany -1 set on the boss when the summon mob dies
스카이 콩콩 기절 이후 몇번 공격 행위 한 다음 다시 스카이 콩콩 타기,"Sky Kong Kong stuns, performs a few attacks, and then Sky Kong Kong rides again."
스킬 브레이크 기력 모을 때 순간이동 하는 행동 하는데 결정하는 변수임,This is the variable that determines the behavior of teleporting when collecting energy during a skill break.
앞선 페이즈에서 소환몹 자살 ON 해놨기 때문에 여기서는 OFF 설정함,"We turned on Summon Mob Suicide in the previous step, so we will turn it off here."
어디로 이동할지 결정  ActionMode =  2 일때 실행하는 부분,Determine where to move the part that runs when ActionMode = 2
"얼굴 투사체 발사, 레벨2가 자동타 탑승 아닌 상태에서 사용하는 스킬임","Face Projectile, a skill that level 2 can use while not in an auto."
여기 오면 안되지만 혹시 여기 오면 무조건 이동관련 로직 진행하도록 함,"They shouldn't be here, but if they are, let them proceed with the logic for the move anyway"
"오직 레이저 공격, 공중에 배치되어있는 몬스터, 공중 이동하면서 공격함","Only laser attacks, monsters placed in the air, and monsters that attack while moving in the air"
외부 조건 없고 공격 대상이 같은 전투판에 있을 때 평소때의 공격 행동,Normal attack behavior when there are no external conditions and the target is on the same battlefield
"왼쪽 토템, 21410092  이 토템은 스킬은 레벨22 4연타 스킬임","Left Totem, 21410092 This totem is a level 22, 4-hit skill."
"왼쪽 토템, 21410122  이 토템은 스킬은 레벨22 4연타 스킬임","Left Totem, 21410122 This totem is a level 22, 4-hit skill."
이 변수 -1씩 하여 결국 1보다 작아지면 거대 레이저 공격 모드 멈춤,"Increment this variable by -1 so that it eventually becomes less than 1, stopping the giant laser attack mode"
이 변수 -1씩 하여 최종 0 이 되면 스카이콩콩 공격 그만 하도록 함,Increment this variable by -1 to make it stop attacking Sky Kong Kong when it reaches a final value of 0.
"이 변수 -2 하기, 결국 1보다 작아지면 거대 레이저 공격 모드 멈춤","Make this variable -2, eventually stopping giant laser attack mode when it becomes less than 1"
이 변수 1이 아닌 다른 숫자가 되게 하여 평상시 행동을 하도록 설정함,"Set this variable to be a number other than 1, so that it behaves normally"
이 변수가 일정 수치 이상이 되면 행동패턴이 변하도록 설정하는데 사용됨,Used to set a behavior pattern to change when this variable exceeds a certain value.
이 변수를 1로 셋팅해 지란트 소환몹 한테 신호 받기 대기 상태로 만듦,Set this variable to 1 to make the Zyrant summon mob wait to be signaled by you
이 변수에 0을 넣어서 점프 이동 후 공중 연속 발사 모드 시작을 알림,Put a 0 in this variable to signal the start of airborne continuous fire mode after a jump move
이 변수에 0이 아닌 다른 숫자를 넣어 본격 2페이즈 전투 시작을 알림,Put a non-zero number in this variable to signal the start of a full-blown Phase 2 battle.
이 변수에 1을 넣어 1~5 스테이지의 석상기사  몬스터 전부 제거하기,Put 1 in this variable to remove all Gargoyle monsters on stages 1-5
이 페이즈 시작되면 맵 중앙으로 순간이동 한 다음에 즉사 스킬 발동시킴,"At the start of this phase, teleport to the center of the map and trigger an instant skill"
이전에 12시 전투판에 있어서 3시 전투판쪽으로 가고 있는 상황인 경우,"If you were previously in the 12 o'clock Battlegrounds and are heading towards the 3 o'clock Battlegrounds, you can use the"
이전에 12시 전투판에 있어서 9시 전투판쪽으로 가고 있는 상황인 경우,"If you were previously in the 12 o'clock Battlegrounds and are now heading towards the 9 o'clock Battlegrounds, you can use the"
자신이 죽으면 마드리아+루카락스 한테 신호를 보내서 자신의 죽음을 알림,"When you die, send a signal to Madria+Lucarax to notify them of your death."
"잡기 공격 발동, 레벨11 3페이즈 로봇탑승 플레이어 잡기 전용 스킬임","Triggers Grab Attack, Level 11, Phase 3, exclusive to Grabbing players on Mechs"
전투판 여기저기서 계약의 토템 등장할 때의 여러 형태의 등장 패턴 정의,Define different appearance patterns for Covenant totem appearances throughout the battlefield
정상적으로 스카이콩콩 패턴 상태에서 스피커를 밟았을 경우 처리하는 부분,What to do if the speaker is stepped on while in a normal SkyKong pattern
졸몹에게 이 신호를 보내 발록전함이 어느쪽에서 대포 쏘고 있는지를 알림,Send this signal to your minions to let them know which side the Balrog is firing from.
"좁은 공간 전투시 전기 에너지볼 투척  사용하지 않음, 쾌적하지 못해서",Disabled throwing electric energy balls in tight space combat because it's not comfortable
종종 불판 깔린 쪽으로 이동하도록 해야함 그래야 효율적인 공략이 가능함,Often need to move to the side of the fire so that they can be more effective
증요!!: 변수 신호 꼬였을 때를 대비하는 안전장치용 변수도 0 초기화,Yay!!! Resetting variables to zero as a failsafe in case variable signaling gets messed up
"착지와 동시에 전투판 파괴, 그리고 고드름이 천장에서 떨어지면서 공격함",Destroyed battleboards upon landing and attacked with icicles falling from the ceiling
최후의 일격 발동!!~~  이 스킬 사용할 때의 바라보는 방향은 11시,"Triggers Last Strike!!!~~ When you use this skill, your facing direction is 11 o'clock."
칸두라 보스가 직접 해당 방으로 왔을 때 이것을 알리는데 사용하는 변수,Variable used to notify the candura boss when he has come to the room in person
"타겟팅을 일정 시간마다  다시 renew 해주는 부분, 왼쪽 1층 지형","The part that renews targeting at a certain amount of time, the first-level terrain on the left"
"타겟팅을 일정 시간마다  다시 renew 해주는 부분, 왼쪽 2층 지형","The part that renews the targeting at a certain time, the second-level terrain on the left"
"타겟팅을 일정 시간마다  다시 renew 해주는 부분, 왼쪽 3층 지형","The part that renews targeting at a certain amount of time, the 3rd-level terrain on the left"
"투사체 바닥 아래 그림자 불꽃 깔기, 레벨12: 3스테이지용 성우 음성","Laying Shadow Flames at the Bottom of the Projectile, Level 12: Voice Actor for Stage 3"
"파워업 버프 사용하기, 즉  50000309 이 버프가 보스 몸에 붙음","Using a power-up buff, i.e. 50000309 This buff is attached to the boss's body"
"한번 발사 공격, 레벨3이 기절 시키는 것이 없고 바닥 폭발 영역 좁음","One shot attack, no level 3 stun, small floor explosion area"
해당 스킬 범위 내에 타겟이 있을 경우 아래의 스킬들을 확률적으로 발동,Probabilistically triggers the following skills when a target is in range of that skill
확률을 9대1로 만들기 위해 9 차지하기 위한 껍데기 데이터 설정 부분,Part of the shell data setup for the 9 to make the odds 9-to-1
흡수 공격 반복 할 수록 공격력이 점점 강해지는 설정에 대한 내용 정의,Define the settings for absorption attacks that get stronger with each repetition.
흡수 공격 사용할지 말지를 결정하는데 사용하는 변수 0으로 초기화 하기,Initializing the variable used to determine whether or not to use absorption attacks to 0
(2)이후 플레이어가 가까이 붙지 않으면 아래 3개 스킬 랜덤 선택함,"(2) If the player doesn't stay close after that, the following 3 skills will be randomly selected"
"# ZakumArmNumber = 1 인 경우, 즉 팔이 1개일 경우","# if ZakumArmNumber = 1, i.e., if there is only one arm"
#!@ 중요: StunNumber 변수는 꼭 2보다 크게 설정해야 함,#!@ Important: The StunNumber variable must be set to greater than 2
